U2_x	111111	111111	111111	111111	0.5053557840341667	196
111111	111111	111111	Ryy_x	111111	-0.7555329347955768	78
U2_x	111111	111111	111111	111111	-0.3052711457050914	75
U2_x	111111	111111	111111	111111	-0.7054810099540056	68
111111	111111	111111	Rxx_x	111111	-0.7509641521072612	80
111111	111111	111111	111111	U3_x	0.593554889461442	79
Rxx_x	111111	111111	111111	111111	0.5920944952773168	45
111111	111111	111111	111111	U3_x	-0.476679535524297	77
U2_x	111111	111111	111111	111111	-0.19063906897073957	38
U2_x	111111	111111	111111	111111	-0.4242730817452536	54
Rxx_x	111111	111111	111111	111111	0.26869569217599065	79
111111	111111	111111	111111	U3_x	0.18233602828859974	66
111111	111111	111111	Rxx_x	111111	-0.3646971741801035	68
111111	111111	111111	Ryy_x	111111	0.2938794052873177	93
111111	111111	111111	Rxx_x	111111	0.19026788469425027	33
U2_x	111111	111111	111111	111111	-0.39697552624820354	151
111111	111111	111111	Ryy_x	111111	-0.12538966354400993	91
U2_x	111111	111111	111111	111111	0.132979009917102	68
U2_x	111111	111111	111111	111111	-0.09875797649377605	51
Rxx_x	111111	111111	111111	111111	-0.36805758488452	151
