111111	111111	Rxx_x	111111	111111	0.5296516570993215	784
111111	111111	Rxx_x	111111	111111	-0.4662017571276864	220
111111	111111	111111	111111	Ryy_x	-0.639860970137053	324
111111	111111	Rxx_x	111111	111111	-0.31675953848709026	346
111111	111111	Ryy_x	111111	111111	-0.24378101775765626	151
111111	111111	Rxx_x	111111	111111	-0.2481080676691847	161
111111	111111	Rxx_x	111111	111111	0.27064408042764687	326
111111	111111	111111	111111	Rxx_x	-0.38021879614684106	354
111111	111111	Ryy_x	111111	111111	0.16579759428281338	288
111111	111111	111111	111111	Rxx_x	-0.3792714846994043	301
U2_x	111111	111111	111111	111111	-0.815576782767903	201
111111	111111	Rxx_x	111111	111111	0.12876651685300766	268
111111	111111	Rxx_x	111111	111111	-0.48970308926125594	276
111111	111111	Ryy_x	111111	111111	-0.2949907093276589	592
111111	111111	Ryy_x	111111	111111	0.20931831771593146	356
111111	111111	111111	111111	Rxx_x	-0.37132471021542535	328
111111	111111	Ryy_x	111111	111111	0.08056309316044796	235
111111	111111	Ryy_x	111111	111111	-0.10693582188571571	270
111111	111111	Ryy_x	111111	111111	0.1250763354864335	517
111111	111111	Ryy_x	111111	111111	0.06462561787890664	291
