111111	Ryy_x	111111	111111	111111	0.5179514113782024	196
111111	111111	111111	U2_x	111111	-0.7416825701128527	78
111111	Rxx_x	111111	111111	111111	0.28156794257533346	75
111111	Rxx_x	111111	111111	111111	0.6399764906996703	54
111111	111111	111111	U3_x	111111	0.7890926640619869	79
111111	Rxx_x	111111	111111	111111	-0.27847912666436225	33
111111	Ryy_x	111111	111111	111111	-0.3150218815095187	74
111111	Ryy_x	111111	111111	111111	0.22827998922935677	46
111111	111111	111111	U2_x	111111	0.1408552540584711	68
111111	Rxx_x	111111	111111	111111	-0.09649570562381693	78
111111	Ryy_x	111111	111111	111111	-0.5059089414736073	68
111111	Ryy_x	111111	111111	111111	0.1383896386471155	64
111111	111111	111111	U2_x	111111	0.2392729832806526	77
111111	Ryy_x	111111	111111	111111	-0.1880887065530319	38
111111	Ryy_x	111111	111111	111111	0.19407188727116664	79
111111	Rxx_x	111111	111111	111111	0.18979327851637717	137
111111	Ryy_x	111111	111111	111111	-0.056253690991504124	145
Rxx_x	111111	111111	111111	111111	0.9960122790463468	31
111111	Rxx_x	111111	111111	111111	0.14443841117088874	132
111111	111111	111111	U2_x	111111	-0.9679216857458333	126
