H_y	111111	111111	111111	111111	0.0	0
111111	111111	U2_x	111111	111111	-0.6919461454243003	78
U3_x	111111	111111	111111	111111	-0.3708028012025608	75
111111	111111	U2_x	111111	111111	-0.36848276900229293	33
111111	111111	U3_x	111111	111111	-0.7270855520333628	80
U3_x	111111	111111	111111	111111	-0.7004321665551083	67
111111	111111	111111	U3_x	111111	-0.5063701924870223	79
U3_x	111111	111111	111111	111111	0.17946652830251786	65
U3_x	111111	111111	111111	111111	-0.2112587277371747	53
111111	111111	U2_x	111111	111111	0.5440428781571465	68
111111	111111	111111	U3_x	111111	-0.6794923923145171	45
U3_x	111111	111111	111111	111111	-0.30148481379727676	38
111111	111111	U2_x	111111	111111	0.5190677559421526	94
U3_x	111111	111111	111111	111111	0.2384029376708916	77
111111	111111	111111	U3_x	111111	0.3327459028767439	164
U3_x	111111	111111	111111	111111	-0.18808731215732455	73
111111	111111	111111	U3_x	111111	0.6448106833333587	81
U3_x	111111	111111	111111	111111	-0.1880501475728107	132
111111	111111	U2_x	111111	111111	-0.8919997409400815	44
111111	111111	111111	U3_x	111111	-0.7039436938735242	126
