111111	111111	111111	111111	Ryy_x	-0.540501747763791	196
111111	Rxx_x	111111	111111	111111	-0.6395851779669406	78
111111	111111	111111	111111	Rxx_x	-0.873010227318217	75
111111	111111	111111	111111	Rxx_x	0.2938926191227338	148
111111	Rxx_x	111111	111111	111111	-0.7238525200021839	45
111111	Rxx_x	111111	111111	111111	0.18259411461060737	74
111111	111111	111111	111111	Rxx_x	-0.4660744919306359	68
111111	111111	111111	111111	Rxx_x	0.19160006840083788	78
111111	111111	111111	111111	Ryy_x	0.4245817270654093	87
111111	Rxx_x	111111	111111	111111	0.7694732395294503	80
111111	U2_x	111111	111111	111111	-0.3560037629678514	34
111111	U2_x	111111	111111	111111	-0.9752275423821364	31
111111	111111	111111	111111	Rxx_x	-0.33716209510610406	7
111111	Ryy_x	111111	111111	111111	-0.18901213924924387	78
111111	111111	111111	111111	Ryy_x	-0.06815521501936539	47
111111	111111	111111	111111	U2_x	-0.9533268660397631	6
111111	111111	111111	111111	Rxx_x	-0.07728860848915464	76
111111	111111	111111	111111	Rxx_x	0.059580199302393444	75
111111	111111	111111	111111	Rxx_x	-0.7139564591992302	188
111111	Rxx_x	111111	111111	111111	-0.7171126702411996	56
