Rxx_x	111111	111111	111111	111111	-0.476	196
Rxx_x	111111	111111	111111	111111	0.514	105
Rxx_x	111111	111111	111111	111111	-0.606	88
111111	Rxx_x	111111	111111	111111	-1.0	80
111111	111111	Rxx_x	111111	111111	-1.0	107
111111	111111	Rxx_x	111111	111111	-1.0	81
111111	111111	111111	Rxx_x	111111	-1.0	94
Rxx_x	111111	111111	111111	111111	0.04400000000000004	104
Rxx_x	111111	111111	111111	111111	-0.22199999999999998	103
U2_x	111111	111111	111111	111111	-1.0	109
Rxx_x	111111	111111	111111	111111	0.244	88
Rxx_x	111111	111111	111111	111111	-0.33799999999999997	107
111111	Rxx_x	111111	111111	111111	1.0	67
111111	111111	Rxx_x	111111	111111	0.31800000000000006	107
111111	111111	Rxx_x	111111	111111	-0.942	94
Rxx_x	111111	111111	111111	111111	0.20999999999999996	88
Rxx_x	111111	111111	111111	111111	-0.44399999999999995	94
Rxx_x	111111	111111	111111	111111	-0.03200000000000003	92
Rxx_x	111111	111111	111111	111111	0.030000000000000027	118
Rxx_x	111111	111111	111111	111111	-0.038000000000000034	92
Rxx_x	111111	111111	111111	111111	0.29000000000000004	87
Rxx_x	111111	111111	111111	111111	0.020000000000000018	104
Rxx_x	111111	111111	111111	111111	-0.02400000000000002	119
Rxx_x	111111	111111	111111	111111	0.014000000000000012	196
Rxx_x	111111	111111	111111	111111	-0.016000000000000014	105
Ryy_x	111111	111111	111111	111111	-0.014000000000000012	196
Rxx_x	111111	111111	111111	111111	-0.014000000000000012	105
111111	111111	Rxx_x	111111	111111	0.05400000000000005	106
Rxx_x	111111	111111	111111	111111	0.01200000000000001	196
Rxx_x	111111	111111	111111	111111	-0.014000000000000012	105
Rxx_x	111111	111111	111111	111111	0.01200000000000001	196
Rxx_x	111111	111111	111111	111111	-0.014000000000000012	105
Ryy_x	111111	111111	111111	111111	-0.01200000000000001	196
Rxx_x	111111	111111	111111	111111	-0.378	95
Rxx_x	111111	111111	111111	111111	-0.01200000000000001	105
Rxx_x	111111	111111	111111	111111	0.010000000000000009	196
Rxx_x	111111	111111	111111	111111	-0.08999999999999997	93
Rxx_x	111111	111111	111111	111111	0.42599999999999993	111
Ryy_x	111111	111111	111111	111111	-0.14800000000000002	115
Rxx_x	111111	111111	111111	111111	-0.010000000000000009	105
Rxx_x	111111	111111	111111	111111	0.010000000000000009	196
