Rxx_x	111111	111111	111111	111111	-0.524	49
Rxx_x	111111	111111	111111	111111	-0.236	9
Rxx_x	111111	111111	111111	111111	0.29200000000000004	16
Rxx_x	111111	111111	111111	111111	-0.16000000000000003	18
Rxx_x	111111	111111	111111	111111	0.18199999999999994	23
Rxx_x	111111	111111	111111	111111	-0.138	10
Rxx_x	111111	111111	111111	111111	0.14800000000000013	17
Rxx_x	111111	111111	111111	111111	-0.09199999999999997	25
Rxx_x	111111	111111	111111	111111	0.21599999999999997	12
Ryy_x	111111	111111	111111	111111	0.15200000000000014	36
Rxx_x	111111	111111	111111	111111	0.724	20
Rxx_x	111111	111111	111111	111111	0.33000000000000007	5
Rxx_x	111111	111111	111111	111111	-0.782	42
111111	Rxx_x	111111	111111	111111	-1.0	8
Rxx_x	111111	111111	111111	111111	0.41999999999999993	40
111111	Rxx_x	111111	111111	111111	0.6280000000000001	15
Ryy_x	111111	111111	111111	111111	-0.15400000000000003	31
Rxx_x	111111	111111	111111	111111	-0.08399999999999996	18
Rxx_x	111111	111111	111111	111111	0.13200000000000012	4
111111	Rxx_x	111111	111111	111111	-0.28600000000000003	40
111111	Rxx_x	111111	111111	111111	1.0	47
111111	Rxx_x	111111	111111	111111	1.0	28
Rxx_x	111111	111111	111111	111111	0.08200000000000007	29
Rxx_x	111111	111111	111111	111111	-0.31399999999999995	45
Rxx_x	111111	111111	111111	111111	0.20999999999999996	22
Rxx_x	111111	111111	111111	111111	-1.0	28
Rxx_x	111111	111111	111111	111111	0.14600000000000013	2
Rxx_x	111111	111111	111111	111111	-0.030000000000000027	24
Ryy_x	111111	111111	111111	111111	-0.028000000000000025	49
Rxx_x	111111	111111	111111	111111	-0.03200000000000003	24
Rxx_x	111111	111111	111111	111111	0.020000000000000018	49
Ryy_x	111111	111111	111111	111111	0.236	44
Rxx_x	111111	111111	111111	111111	-1.0	7
Rxx_x	111111	111111	111111	111111	-0.15600000000000003	15
Ryy_x	111111	111111	111111	111111	0.05800000000000005	3
Rxx_x	111111	111111	111111	111111	0.018000000000000016	49
Rxx_x	111111	111111	111111	111111	-0.03400000000000003	18
Rxx_x	111111	111111	111111	111111	0.03600000000000003	9
Rxx_x	111111	111111	111111	111111	-0.02200000000000002	38
Rxx_x	111111	111111	111111	111111	0.018000000000000016	49
Rxx_x	111111	111111	111111	111111	-0.02200000000000002	24
Ryy_x	111111	111111	111111	111111	-0.020000000000000018	37
Ryy_x	111111	111111	111111	111111	0.038000000000000034	36
111111	Rxx_x	111111	111111	111111	1.0	42
Ryy_x	111111	111111	111111	111111	0.244	8
Rxx_x	111111	111111	111111	111111	0.02200000000000002	23
Rxx_x	111111	111111	111111	111111	-0.544	27
111111	Rxx_x	111111	111111	111111	0.14800000000000013	33
111111	Rxx_x	111111	111111	111111	-0.35	3
111111	Rxx_x	111111	111111	111111	-0.45199999999999996	21
111111	Rxx_x	111111	111111	111111	0.06400000000000006	33
111111	Rxx_x	111111	111111	111111	-0.18799999999999994	26
Rxx_x	111111	111111	111111	111111	0.026000000000000023	17
Rxx_x	111111	111111	111111	111111	-0.124	5
111111	Rxx_x	111111	111111	111111	-1.0	35
111111	111111	Rxx_x	111111	111111	-0.792	8
111111	Rxx_x	111111	111111	111111	0.06400000000000006	33
111111	Rxx_x	111111	111111	111111	-0.10599999999999998	9
111111	Rxx_x	111111	111111	111111	-0.11199999999999999	22
111111	Rxx_x	111111	111111	111111	0.07600000000000007	33
Rxx_x	111111	111111	111111	111111	0.02200000000000002	23
Rxx_x	111111	111111	111111	111111	-0.028000000000000025	18
Rxx_x	111111	111111	111111	111111	0.01200000000000001	49
Rxx_x	111111	111111	111111	111111	-0.02200000000000002	38
Rxx_x	111111	111111	111111	111111	0.020000000000000018	37
Rxx_x	111111	111111	111111	111111	-0.016000000000000014	38
Rxx_x	111111	111111	111111	111111	0.01200000000000001	49
Rxx_x	111111	111111	111111	111111	-0.016000000000000014	24
111111	Rxx_x	111111	111111	111111	-1.0	7
Rxx_x	111111	111111	111111	111111	0.04400000000000004	33
Rxx_x	111111	111111	111111	111111	-0.268	21
111111	Rxx_x	111111	111111	111111	-0.10199999999999998	3
111111	Rxx_x	111111	111111	111111	-1.0	7
111111	Rxx_x	111111	111111	111111	0.73	42
Rxx_x	111111	111111	111111	111111	-0.846	35
Rxx_x	111111	111111	111111	111111	0.010000000000000009	49
Rxx_x	111111	111111	111111	111111	-0.256	46
111111	111111	Rxx_x	111111	111111	1.0	28
Rxx_x	111111	111111	111111	111111	-0.846	28
111111	Rxx_x	111111	111111	111111	-1.0	7
111111	111111	Rxx_x	111111	111111	0.5860000000000001	28
111111	Rxx_x	111111	111111	111111	-0.268	35
111111	111111	Rxx_x	111111	111111	-0.19199999999999995	2
Rxx_x	111111	111111	111111	111111	0.08600000000000008	2
Rxx_x	111111	111111	111111	111111	-0.014000000000000012	38
Rxx_x	111111	111111	111111	111111	0.01200000000000001	49
Rxx_x	111111	111111	111111	111111	-0.018000000000000016	18
111111	Rxx_x	111111	111111	111111	-0.15600000000000003	2
