111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U2_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-1.0	291
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	Ryy_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-1.0	155
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	Rxx_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	1.0	351
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	Rxx_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	0.8800000000000001	688
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	Ryy_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-1.0	322
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	Rxx_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-1.0	326
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	Ryy_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	0.96	609
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	Rxx_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	1.0	569
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	Ryy_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	1.0	324
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	U2_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-0.94	220
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	Ryy_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-1.0	572
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	Ryy_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	0.9000000000000001	656
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	Ryy_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-1.0	627
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	Ryy_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-0.8200000000000001	289
111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	Ryy_x	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	111111	-0.94	319
